bare,translations_en
грецизм,Graecism
гречиха,buckwheat
грешница,sinner
гримасник,grimacier
гримасница,grimacier
гримировка,make-up
грифель,slate-pencil
гробовщик,coffin-maker
гробокопатель,dryasdust academic
громовержец,the Thunderer
громоотвод,lightning-conductor
гросс,gross
грот-мачта,mainmast
грохотанье,crash
грубиянка,rude woman
грудинка,brisket
грудница,mastitis
грузинка,Georgian
грузность,heaviness
грузоотправитель,consignor
грузополучатель,consignee
грузопоток,goods traffic
грум,groom
групповщина,clannishness
грядиль,plough-beam
грядущее,the future
грязелечебница,therapeutic mud-baths
грязелечение,mud cure
грязнуля,dirty creature
грязнуха,dirty creature
гуашь,gouache
губернаторство,governorship
губительница,undoer
губительность,banefulness
гугенот,Huguenot
гудрон,tar
гуж,tug
гумус,humus
гурманство,gourmandise
гуртовщик,herdsman
гусак,gander
гусёнок,gosling
гусит,Hussite
гусляр,player on the psaltery
гусятина,goose
гусятник,goosery
гусятница,poultry-woman in charge of geese
гуттаперча,gutta-percha
гуцул,Guzul
гуцулка,Guzul
гюйс,jack
гяур,giaour
давильня,winepress
дагестанка,Dagestan
дактилоскопия,dactyloscopy
дактиль,dactyl
далай-лама,Dalai-Lama
дальнобойность,range
дальновидность,foresight
дальнозоркость,long sight
дальномер,range-finder operator
дальтонизм,colour-blindness
данник,tributary
дансинг,dance hall
дантистка,dentist
дарвинизм,Darwinism
дарвинист,Darwinian
даритель,donor
дарительница,donor
дармоедка,parasite
дармоедство,parasitism
даровитость,giftedness
датчанка,Dane
дачевладелец,owner of a country-cottage
дачевладелица,owner of a country-cottage
дачница,summer resident
даяние,donation
двадцатигранник,icosahedron
двадцатилетие,twentieth anniversary
движимость,movables
двоеборец,biathlonist
двоеборье,snatch
двоебрачие,bigamy
двоевластие,diarchy
двоедушие,duplicity
двоеженец,bigamist
двоеточие,colon
двойня,twins
двойчатка,twin kernel
дворня,servants
двуличие,double-facedness
двуокись,dioxide
двуполье,two-field rotation of crops
двурушник,double-dealer
двурушничество,double-dealing
двусмыслица,ambiguity
двустишие,distich
двуутробка,marsupial
двухлетие,second anniversary
двухсотлетие,two-hundredth anniversary
двухтомник,two-volume edition
двучлен,binomial
двуязычие,bilingualism
дебет,debit
дебит,output
дебитор,debtor
дебош,uproar
дебошир,rowdy
дебютант,debutant
дебютантка,debutante
девиация,deviation
девичник,party for girls given by a bride on the eve of her wedding
девственник,virgin
девяностолетие,ninetieth anniversary
девятиклассник,ninth-form boy
девятиклассница,ninth-form girl
девятилетие,ninth anniversary
девятисотлетие,nine-hundredth anniversary
дегазатор,decontaminator
дегазация,degassing
дегенеративность,being a moron
дегустатор,taster
дегустация,tasting
дедукция,deduction
деепричастие,adverbial participle
дееспособность,energy
дежа,vat
дезактивация,decontamination
дезинсекция,fumigation
дезорганизатор,disorganizer
